Female_Age,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
18,0.197251626,0.179684916,0.149230896,0.122119308,0.098191642,0.077213585,0.061059654,0.048496251,0.03726982,0.029482302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.09958859,0.177607615,0.161790348,0.134369202,0.109957618,0.088412875,0.069523993,0.054978809,0.043666578,0.033558171,0.026546201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.056077832,0.094003878,0.167647765,0.152717496,0.126834068,0.103791433,0.083454872,0.065625238,0.051895717,0.041217851,0.031676302,0.025057548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.037485342,0.053975735,0.09048011,0.161363431,0.146992829,0.12207965,0.099900776,0.080326538,0.063165253,0.049950388,0.039672785,0.030488905,0.024118257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.026016671,0.036510098,0.052571466,0.088126119,0.157165292,0.143168565,0.118903544,0.09730169,0.078236709,0.061521904,0.048650845,0.038640632,0.029695685,0.023490781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.018903907,0.025524854,0.035819915,0.05157766,0.086460191,0.154194254,0.140462119,0.116655802,0.095462308,0.076757729,0.060358899,0.047731154,0.037910173,0.029134321,0.023046713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.013299668,0.018652492,0.025185382,0.035343522,0.050891694,0.085310299,0.152143522,0.13859402,0.115104319,0.094192691,0.075736877,0.059556146,0.047096346,0.03740598,0.028746844,0.022740199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.009795459,0.013169391,0.018469782,0.02493868,0.034997316,0.050393187,0.084474646,0.150653206,0.137236428,0.113976819,0.09327003,0.074995,0.058972766,0.046635015,0.037039571,0.028465255,0.022517449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.006842834,0.00972843,0.013079275,0.018343396,0.024768028,0.034757835,0.050048355,0.083896599,0.149622311,0.136297342,0.113196895,0.092631799,0.074481821,0.058569226,0.0463159,0.036786116,0.028270472,0.022363365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,0.005127912,0.006807745,0.009678543,0.013012206,0.018249333,0.02464102,0.0345796,0.049791711,0.083466385,0.148855061,0.135598421,0.112616431,0.092156791,0.074099885,0.058268888,0.046078396,0.03659748,0.028125504,0.022248688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
