Sex,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
Male,0.0143987,0.015010054,0.015691569,0.016295638,0.016628721,0.017164537,0.017277318,0.017163135,0.01765789,0.017605376,0.017980844,0.018446459,0.018091249,0.017734752,0.017753724,0.017154954,0.017445145,0.01734335,0.016826818,0.016906096,0.016830675,0.017001424,0.01701502,0.016402926,0.015314893,0.015098175,0.015332579,0.015596592,0.015834698,0.016526731,0.017228544,0.017651696,0.017256671,0.017671836,0.017679978,0.017982169,0.01783795,0.01796082,0.017758828,0.017356128,0.016956311,0.016320882,0.015592618,0.015201762,0.014848031,0.014247975,0.01368111,0.013079651,0.01298518,0.012746335,0.012242347,0.01222914,0.012329571,0.01257204,0.013076457,0.014004337,0.010616355,0.010087473,0.009883806,0.008932902,0.007762864,0.006750175,0.006784418,0.006479695,0.006027715,0.00543062,0.00485312,0.00432194,0.00368503,0.003210065,0.002788082,0.002357333
Female,0.013063934,0.013708398,0.014134571,0.014730821,0.015046778,0.015632507,0.015653738,0.015714126,0.016204557,0.016354494,0.017024698,0.017216797,0.016902495,0.016935751,0.01720947,0.016934924,0.016886035,0.016881301,0.016554409,0.016693598,0.016699273,0.016766237,0.016744366,0.016005431,0.014935246,0.014682759,0.015023141,0.0153102,0.015600753,0.016272236,0.016982085,0.017663563,0.017237578,0.017662886,0.017643834,0.017779115,0.017839203,0.017950922,0.017748377,0.017328141,0.016884232,0.016301171,0.015630891,0.015268488,0.014904695,0.014336252,0.013786673,0.013282075,0.013303156,0.013061191,0.01268015,0.012719607,0.0129391,0.013149575,0.013781825,0.014788015,0.011367699,0.01093525,0.010776145,0.009981632,0.008860266,0.007894998,0.007994317,0.007777116,0.007373452,0.006865585,0.006329008,0.005789124,0.005156836,0.004660731,0.004269656,0.003792339
